1045540,6223
1037495,3951
1033472,2815
1031460,2247
30112,11888
12078,11227
870,127
230,63
81,31
65,15
7,7
3,3
1,1
0,0
2,2
5,5
4,4
6,6
61,11
9,9
8,8
60,10
63,13
62,12
64,14
73,23
69,19
67,17
66,16
68,18
71,21
70,20
72,22
77,27
75,25
74,24
76,26
79,29
78,28
80,30
97,47
89,39
85,35
83,33
82,32
84,34
87,37
86,36
88,38
93,43
91,41
90,40
92,42
95,45
94,44
96,46
150,55
110,51
99,49
98,48
100,50
130,53
120,52
140,54
190,59
170,57
160,56
180,58
210,61
200,60
220,62
550,95
390,79
310,71
270,67
250,65
240,64
260,66
290,69
280,68
300,70
350,75
330,73
320,72
340,74
370,77
360,76
380,78
470,87
430,83
410,81
400,80
420,82
450,85
440,84
460,86
510,91
490,89
480,88
500,90
530,93
520,92
540,94
710,111
630,103
590,99
570,97
560,96
580,98
610,101
600,100
620,102
670,107
650,105
640,104
660,106
690,109
680,108
700,110
790,119
750,115
730,113
720,112
740,114
770,117
760,116
780,118
830,123
810,121
800,120
820,122
850,125
840,124
860,126
12007,11163
11001,11104
10003,11070
950,135
910,131
890,129
880,128
900,130
930,133
920,132
940,134
990,139
970,137
960,136
980,138
10001,11068
10000,11067
10002,11069
10012,11078
10008,11074
10005,11072
10004,11071
10007,11073
10010,11076
10009,11075
10011,11077
10017,11082
10014,11080
10013,11079
10015,11081
10019,11084
10018,11083
11000,11103
11059,11120
11050,11112
11005,11108
11003,11106
11002,11105
11004,11107
11008,11110
11007,11109
11009,11111
11054,11116
11052,11114
11051,11113
11053,11115
11057,11118
11055,11117
11058,11119
11108,11128
11103,11124
11101,11122
11100,11121
11102,11123
11105,11126
11104,11125
11107,11127
12002,11159
12000,11157
11109,11129
12001,11158
12004,11161
12003,11160
12005,11162
12042,11195
12024,11179
12015,11171
12011,11167
12009,11165
12008,11164
12010,11166
12013,11169
12012,11168
12014,11170
12020,11175
12018,11173
12017,11172
12019,11174
12022,11177
12021,11176
12023,11178
12033,11187
12029,11183
12027,11181
12025,11180
12028,11182
12031,11185
12030,11184
12032,11186
12038,11191
12035,11189
12034,11188
12037,11190
12040,11193
12039,11192
12041,11194
12060,11211
12051,11203
12047,11199
12044,11197
12043,11196
12045,11198
12049,11201
12048,11200
12050,11202
12055,11207
12053,11205
12052,11204
12054,11206
12058,11209
12057,11208
12059,11210
12069,11219
12064,11215
12062,11213
12061,11212
12063,11214
12067,11217
12065,11216
12068,11218
12073,11223
12071,11221
12070,11220
12072,11222
12075,11225
12074,11224
12077,11226
22000,12489
17009,11363
14003,11277
12095,11243
12087,11235
12082,11231
12080,11229
12079,11228
12081,11230
12084,11233
12083,11232
12085,11234
12091,11239
12089,11237
12088,11236
12090,11238
12093,11241
12092,11240
12094,11242
13004,11251
13000,11247
12098,11245
12097,11244
12099,11246
13002,11249
13001,11248
13003,11250
13009,11255
13007,11253
13005,11252
13008,11254
14001,11275
14000,11274
14002,11276
16001,11329
15002,11303
14008,11281
14005,11279
14004,11278
14007,11280
15000,11301
14009,11282
15001,11302
15007,11307
15004,11305
15003,11304
15005,11306
15009,11309
15008,11308
16000,11328
17000,11355
16005,11333
16003,11331
16002,11330
16004,11332
16008,11335
16007,11334
16009,11336
17004,11359
17002,11357
17001,11356
17003,11358
17007,11361
17005,11360
17008,11362
20014,12430
19007,11415
18008,11389
18003,11385
18001,11383
18000,11382
18002,11384
18005,11387
18004,11386
18007,11388
19002,11411
19000,11409
18009,11390
19001,11410
19004,11413
19003,11412
19005,11414
20005,12422
20001,12418
19009,11417
19008,11416
20000,12417
20003,12420
20002,12419
20004,12421
20010,12426
20008,12424
20007,12423
20009,12425
20012,12428
20011,12427
20013,12429
21012,12464
21003,12456
20019,12434
20017,12432
20015,12431
20018,12433
21001,12454
21000,12453
21002,12455
21008,12460
21005,12458
21004,12457
21007,12459
21010,12462
21009,12461
21011,12463
21021,12472
21017,12468
21014,12466
21013,12465
21015,12467
21019,12470
21018,12469
21020,12471
21025,12476
21023,12474
21022,12473
21024,12475
21028,12478
21027,12477
21029,12479
30041,11824
30005,11792
25008,12514
22009,12497
22004,12493
22002,12491
22001,12490
22003,12492
22007,12495
22005,12494
22008,12496
25003,12510
25001,12508
25000,12507
25002,12509
25005,12512
25004,12511
25007,12513
28007,12567
28002,12563
28000,12561
25009,12515
28001,12562
28004,12565
28003,12564
28005,12566
30001,11788
28009,12569
28008,12568
30000,11787
30003,11790
30002,11789
30004,11791
30023,11808
30014,11800
30010,11796
30008,11794
30007,11793
30009,11795
30012,11798
30011,11797
30013,11799
30019,11804
30017,11802
30015,11801
30018,11803
30021,11806
30020,11805
30022,11807
30032,11816
30028,11812
30025,11810
30024,11809
30027,11811
30030,11814
30029,11813
30031,11815
30037,11820
30034,11818
30033,11817
30035,11819
30039,11822
30038,11821
30040,11823
30077,11856
30059,11840
30050,11832
30045,11828
30043,11826
30042,11825
30044,11827
30048,11830
30047,11829
30049,11831
30054,11836
30052,11834
30051,11833
30053,11835
30057,11838
30055,11837
30058,11839
30068,11848
30063,11844
30061,11842
30060,11841
30062,11843
30065,11846
30064,11845
30067,11847
30072,11852
30070,11850
30069,11849
30071,11851
30074,11854
30073,11853
30075,11855
30094,11872
30085,11864
30081,11860
30079,11858
30078,11857
30080,11859
30083,11862
30082,11861
30084,11863
30090,11868
30088,11866
30087,11865
30089,11867
30092,11870
30091,11869
30093,11871
30103,11880
30099,11876
30097,11874
30095,11873
30098,11875
30101,11878
30100,11877
30102,11879
30108,11884
30105,11882
30104,11881
30107,11883
30110,11886
30109,11885
30111,11887
1030455,1963
31197,12225
31044,12097
30183,11952
30148,11920
30130,11904
30121,11896
30117,11892
30114,11890
30113,11889
30115,11891
30119,11894
30118,11893
30120,11895
30125,11900
30123,11898
30122,11897
30124,11899
30128,11902
30127,11901
30129,11903
30139,11912
30134,11908
30132,11906
30131,11905
30133,11907
30137,11910
30135,11909
30138,11911
30143,11916
30141,11914
30140,11913
30142,11915
30145,11918
30144,11917
30147,11919
30165,11936
30157,11928
30152,11924
30150,11922
30149,11921
30151,11923
30154,11926
30153,11925
30155,11927
30161,11932
30159,11930
30158,11929
30160,11931
30163,11934
30162,11933
30164,11935
30174,11944
30170,11940
30168,11938
30167,11937
30169,11939
30172,11942
30171,11941
30173,11943
30179,11948
30177,11946
30175,11945
30178,11947
30181,11950
30180,11949
30182,11951
31009,12065
30201,11968
30192,11960
30188,11956
30185,11954
30184,11953
30187,11955
30190,11958
30189,11957
30191,11959
30197,11964
30194,11962
30193,11961
30195,11963
30199,11966
30198,11965
30200,11967
31000,12057
30205,11972
30203,11970
30202,11969
30204,11971
30208,11974
30207,11973
30209,11975
31004,12061
31002,12059
31001,12058
31003,12060
31007,12063
31005,12062
31008,12064
31027,12081
31018,12073
31013,12069
31011,12067
31010,12066
31012,12068
31015,12071
31014,12070
31017,12072
31022,12077
31020,12075
31019,12074
31021,12076
31024,12079
31023,12078
31025,12080
31035,12089
31031,12085
31029,12083
31028,12082
31030,12084
31033,12087
31032,12086
31034,12088
31040,12093
31038,12091
31037,12090
31039,12092
31042,12095
31041,12094
31043,12096
31115,12161
31080,12129
31062,12113
31053,12105
31049,12101
31047,12099
31045,12098
31048,12100
31051,12103
31050,12102
31052,12104
31058,12109
31055,12107
31054,12106
31057,12108
31060,12111
31059,12110
31061,12112
31071,12121
31067,12117
31064,12115
31063,12114
31065,12116
31069,12119
31068,12118
31070,12120
31075,12125
31073,12123
31072,12122
31074,12124
31078,12127
31077,12126
31079,12128
31098,12145
31089,12137
31084,12133
31082,12131
31081,12130
31083,12132
31087,12135
31085,12134
31088,12136
31093,12141
31091,12139
31090,12138
31092,12140
31095,12143
31094,12142
31097,12144
